colorNoise,sizeNoise,alpha,speakerProb,language
0.5,0.9,1,0.6602480416247387,"Spanish
-split"
0.5,0.9,2.5,0.8794432481043346,"Spanish
-split"
0.5,0.9,5,0.9818300383392071,"Spanish
-split"
0.5,0.9,10,0.9996576778513933,"Spanish
-split"
0.5,0.9,15,0.9999936631593563,"Spanish
-split"
0.5,0.9,20,0.9999998827352898,"Spanish
-split"
0.5,1,1,0.7307856505536898,"Spanish
-split"
0.5,1,2.5,0.9238982525171646,"Spanish
-split"
0.5,1,5,0.9932608629134184,"Spanish
-split"
0.5,1,10,0.9999539677776098,"Spanish
-split"
0.5,1,15,0.9999996876634806,"Spanish
-split"
0.5,1,20,0.9999999978808396,"Spanish
-split"
0.6,0.5,1,0.34827878416731306,"Spanish
-split"
0.6,0.5,2.5,0.37017134090302817,"Spanish
-split"
0.6,0.5,5,0.40488253797096646,"Spanish
-split"
0.6,0.5,10,0.4661938232148067,"Spanish
-split"
0.6,0.5,15,0.5163272571543799,"Spanish
-split"
0.6,0.5,20,0.5569351608124375,"Spanish
-split"
0.6,0.6,1,0.43374715126773505,"Spanish
-split"
0.6,0.6,2.5,0.5761179937805471,"Spanish
-split"
0.6,0.6,5,0.7544553856940182,"Spanish
-split"
0.6,0.6,10,0.9236830516782744,"Spanish
-split"
0.6,0.6,15,0.9774230688646484,"Spanish
-split"
0.6,0.6,20,0.9934876978452334,"Spanish
-split"
0.6,0.7,1,0.5170504502380214,"Spanish
-split"
0.6,0.7,2.5,0.7313800347834657,"Spanish
-split"
0.6,0.7,5,0.9066302622788048,"Spanish
-split"
0.6,0.7,10,0.9900039786363872,"Spanish
-split"
0.6,0.7,15,0.998987399882896,"Spanish
-split"
0.6,0.7,20,0.9998981915210988,"Spanish
-split"
0.6,0.8,1,0.5954884576283884,"Spanish
-split"
0.6,0.8,2.5,0.8287809036538352,"Spanish
-split"
0.6,0.8,5,0.9626384238049474,"Spanish
-split"
0.6,0.8,10,0.9985033821044131,"Spanish
-split"
0.6,0.8,15,0.9999419753087506,"Spanish
-split"
0.6,0.8,20,0.9999977534483879,"Spanish
-split"
0.6,0.9,1,0.6671163472441429,"Spanish
-split"
0.6,0.9,2.5,0.8873643677529102,"Spanish
-split"
0.6,0.9,5,0.9843807208162931,"Spanish
-split"
0.6,0.9,10,0.9997483280788296,"Spanish
-split"
0.6,0.9,15,0.9999960059418833,"Spanish
-split"
0.6,0.9,20,0.9999999366293555,"Spanish
-split"
0.6,1,1,0.7307856505536898,"Spanish
-split"
0.6,1,2.5,0.9238982525171646,"Spanish
-split"
0.6,1,5,0.9932608629134184,"Spanish
-split"
0.6,1,10,0.9999539677776098,"Spanish
-split"
0.6,1,15,0.9999996876634806,"Spanish
-split"
0.6,1,20,0.9999999978808396,"Spanish
-split"
0.7,0.5,1,0.36979705054143885,"Spanish
-split"
0.7,0.5,2.5,0.42612798009533526,"Spanish
-split"
0.7,0.5,5,0.5206054441396726,"Spanish
-split"
0.7,0.5,10,0.6899379546811651,"Spanish
-split"
0.7,0.5,15,0.8127871598485823,"Spanish
-split"
0.7,0.5,20,0.8908306370162836,"Spanish
-split"
0.7,0.6,1,0.453035311863134,"Spanish
-split"
0.7,0.6,2.5,0.622992475062781,"Spanish
-split"
0.7,0.6,5,0.81955586702589,"Spanish
-split"
0.7,0.6,10,0.9635654067446064,"Spanish
-split"
0.7,0.6,15,0.99289948797589,"Spanish
-split"
0.7,0.6,20,0.9986289742209034,"Spanish
-split"
0.7,0.7,1,0.5323540299449184,"Spanish
-split"
0.7,0.7,2.5,0.7604335613440729,"Spanish
-split"
0.7,0.7,5,0.9295640655675979,"Spanish
-split"
0.7,0.7,10,0.9945637314098387,"Spanish
-split"
0.7,0.7,15,0.9995964291986185,"Spanish
-split"
0.7,0.7,20,0.9999701618899262,"Spanish
-split"
0.7,0.8,1,0.6057845433414955,"Spanish
-split"
0.7,0.8,2.5,0.8434763095514203,"Spanish
-split"
0.7,0.8,5,0.9696359189553186,"Spanish
-split"
0.7,0.8,10,0.9990251972735388,"Spanish
-split"
0.7,0.8,15,0.999969521530758,"Spanish
-split"
0.7,0.8,20,0.9999990479171077,"Spanish
-split"
0.7,0.9,1,0.6721104225232689,"Spanish
-split"
0.7,0.9,2.5,0.8928829537104992,"Spanish
-split"
0.7,0.9,5,0.9860245405397059,"Spanish
-split"
0.7,0.9,10,0.9997991749808917,"Spanish
-split"
0.7,0.9,15,0.999997153204139,"Spanish
-split"
0.7,0.9,20,0.9999999596531096,"Spanish
-split"
0.7,1,1,0.7307856505536898,"Spanish
-split"
0.7,1,2.5,0.9238982525171646,"Spanish
-split"
0.7,1,5,0.9932608629134184,"Spanish
-split"
0.7,1,10,0.9999539677776098,"Spanish
-split"
0.7,1,15,0.9999996876634806,"Spanish
-split"
0.7,1,20,0.9999999978808396,"Spanish
-split"
0.8,0.5,1,0.3877655037904866,"Spanish
-split"
0.8,0.5,2.5,0.4733417435194523,"Spanish
-split"
0.8,0.5,5,0.6140416690649473,"Spanish
-split"
0.8,0.5,10,0.8268634585895606,"Spanish
-split"
0.8,0.5,15,0.9317455932330326,"Spanish
-split"
0.8,0.5,20,0.974085929466572,"Spanish
-split"
0.8,0.6,1,0.4686660294634905,"Spanish
-split"
0.8,0.6,2.5,0.6591601613594729,"Spanish
-split"
0.8,0.6,5,0.8615126170601051,"Spanish
-split"
0.8,0.6,10,0.980242366613362,"Spanish
-split"
0.8,0.6,15,0.9972245689532658,"Spanish
-split"
0.8,0.6,20,0.9996100494585822,"Spanish
-split"
0.8,0.7,1,0.5444397120952001,"Spanish
-split"
0.8,0.7,2.5,0.7818769179361184,"Spanish
-split"
0.8,0.7,5,0.9439152215990506,"Spanish
-split"
0.8,0.7,10,0.9966503053325919,"Spanish
-split"
0.8,0.7,15,0.9998053736211477,"Spanish
-split"
0.8,0.7,20,0.9999887184796676,"Spanish
-split"
0.8,0.8,1,0.6137433297563311,"Spanish
-split"
0.8,0.8,2.5,0.8542018353518828,"Spanish
-split"
0.8,0.8,5,0.9741913985160611,"Spanish
-split"
0.8,0.8,10,0.9993021299277872,"Spanish
-split"
0.8,0.8,15,0.9999815454026009,"Spanish
-split"
0.8,0.8,20,0.9999995123032085,"Spanish
-split"
0.8,0.9,1,0.6759053251168792,"Spanish
-split"
0.8,0.9,2.5,0.8969432088003229,"Spanish
-split"
0.8,0.9,5,0.9871659489126683,"Spanish
-split"
0.8,0.9,10,0.9998310251363325,"Spanish
-split"
0.8,0.9,15,0.9999978029381292,"Spanish
-split"
0.8,0.9,20,0.9999999714378442,"Spanish
-split"
0.8,1,1,0.7307856505536898,"Spanish
-split"
0.8,1,2.5,0.9238982525171646,"Spanish
-split"
0.8,1,5,0.9932608629134184,"Spanish
-split"
0.8,1,10,0.9999539677776098,"Spanish
-split"
0.8,1,15,0.9999996876634806,"Spanish
-split"
0.8,1,20,0.9999999978808396,"Spanish
-split"
0.9,0.5,1,0.402995616009128,"Spanish
-split"
0.9,0.5,2.5,0.51313580095475,"Spanish
-split"
0.9,0.5,5,0.6863074738869358,"Spanish
-split"
0.9,0.5,10,0.9003138954731432,"Spanish
-split"
0.9,0.5,15,0.9726033346889361,"Spanish
-split"
0.9,0.5,20,0.992616009825959,"Spanish
-split"
0.9,0.6,1,0.4815895075034153,"Spanish
-split"
0.9,0.6,2.5,0.6876416001233051,"Spanish
-split"
0.9,0.6,5,0.8896367285681064,"Spanish
-split"
0.9,0.6,10,0.9881383312936638,"Spanish
-split"
0.9,0.6,15,0.9987224668535084,"Spanish
-split"
0.9,0.6,20,0.9998616522799907,"Spanish
-split"
0.9,0.7,1,0.5542258866883804,"Spanish
-split"
0.9,0.7,2.5,0.7982616606050279,"Spanish
-split"
0.9,0.7,5,0.9535061621092332,"Spanish
-split"
0.9,0.7,10,0.9977416032097659,"Spanish
-split"
0.9,0.7,15,0.9998924230725271,"Spanish
-split"
0.9,0.7,20,0.9999948830661223,"Spanish
-split"
0.9,0.8,1,0.6200795697002076,"Spanish
-split"
0.9,0.8,2.5,0.8623530185946713,"Spanish
-split"
0.9,0.8,5,0.9773560044668959,"Spanish
-split"
0.9,0.8,10,0.9994661662262708,"Spanish
-split"
0.9,0.8,15,0.9999876562387917,"Spanish
-split"
0.9,0.8,20,0.9999997147206318,"Spanish
-split"
0.9,0.9,1,0.6788866741132099,"Spanish
-split"
0.9,0.9,2.5,0.9000535106474259,"Spanish
-split"
0.9,0.9,5,0.9880020641211218,"Spanish
-split"
0.9,0.9,10,0.9998525714349332,"Spanish
-split"
0.9,0.9,15,0.9999982095272066,"Spanish
-split"
0.9,0.9,20,0.9999999782584086,"Spanish
-split"
0.9,1,1,0.7307856505536898,"Spanish
-split"
0.9,1,2.5,0.9238982525171646,"Spanish
-split"
0.9,1,5,0.9932608629134184,"Spanish
-split"
0.9,1,10,0.9999539677776098,"Spanish
-split"
0.9,1,15,0.9999996876634806,"Spanish
-split"
0.9,1,20,0.9999999978808396,"Spanish
-split"
1,0.5,1,0.4160690391901485,"Spanish
-split"
1,0.5,2.5,0.5467935011056406,"Spanish
-split"
1,0.5,5,0.7413982230756044,"Spanish
-split"
1,0.5,10,0.9394252090879174,"Spanish
-split"
1,0.5,15,0.987636465957093,"Spanish
-split"
1,0.5,20,0.9974835190548107,"Spanish
-split"
1,0.6,1,0.49245303170327615,"Spanish
-split"
1,0.6,2.5,0.7105032201410466,"Spanish
-split"
1,0.6,5,0.9092458548882544,"Spanish
-split"
1,0.6,10,0.9922889634262158,"Spanish
-split"
1,0.6,15,0.9993341783143258,"Spanish
-split"
1,0.6,20,0.9999420170872063,"Spanish
-split"
1,0.7,1,0.562311823937424,"Spanish
-split"
1,0.7,2.5,0.8111407387371009,"Spanish
-split"
1,0.7,5,0.9602573047121679,"Spanish
-split"
1,0.7,10,0.9983719409904982,"Spanish
-split"
1,0.7,15,0.9999342144210985,"Spanish
-split"
1,0.7,20,0.999997344158875,"Spanish
-split"
1,0.8,1,0.6252435435284575,"Spanish
-split"
1,0.8,2.5,0.8687463729510624,"Spanish
-split"
1,0.8,5,0.9796646742523236,"Spanish
-split"
1,0.8,10,0.9995714528463662,"Spanish
-split"
1,0.8,15,0.9999911229380913,"Spanish
-split"
1,0.8,20,0.999999816192152,"Spanish
-split"
1,0.9,1,0.6812907569799104,"Spanish
-split"
1,0.9,2.5,0.9025112238890229,"Spanish
-split"
1,0.9,5,0.9886396349316112,"Spanish
-split"
1,0.9,10,0.9998679922259834,"Spanish
-split"
1,0.9,15,0.9999984830034205,"Spanish
-split"
1,0.9,20,0.9999999825693459,"Spanish
-split"
1,1,1,0.7307856505536898,"Spanish
-split"
1,1,2.5,0.9238982525171646,"Spanish
-split"
1,1,5,0.9932608629134184,"Spanish
-split"
1,1,10,0.9999539677776098,"Spanish
-split"
1,1,15,0.9999996876634806,"Spanish
-split"
1,1,20,0.9999999978808396,"Spanish
-split"
0.5,0.5,1,0.19926606922936252,"Spanish
-postnom.
-conj."
0.5,0.5,2.5,0.1855819603836214,"Spanish
-postnom.
-conj."
0.5,0.5,5,0.1629023219648356,"Spanish
-postnom.
-conj."
0.5,0.5,10,0.12022074474677012,"Spanish
-postnom.
-conj."
0.5,0.5,15,0.08417657419706119,"Spanish
-postnom.
-conj."
0.5,0.5,20,0.05642747523532968,"Spanish
-postnom.
-conj."
0.5,0.6,1,0.25833157005380314,"Spanish
-postnom.
-conj."
0.5,0.6,2.5,0.3210140337840944,"Spanish
-postnom.
-conj."
0.5,0.6,5,0.36714170487994,"Spanish
-postnom.
-conj."
0.5,0.6,10,0.29966756338782363,"Spanish
-postnom.
-conj."
0.5,0.6,15,0.19753898145719914,"Spanish
-postnom.
-conj."
0.5,0.6,20,0.1245101174036253,"Spanish
-postnom.
-conj."
0.5,0.7,1,0.3181182877845449,"Spanish
-postnom.
-conj."
0.5,0.7,2.5,0.41617941039762085,"Spanish
-postnom.
-conj."
0.5,0.7,5,0.4036799931167196,"Spanish
-postnom.
-conj."
0.5,0.7,10,0.2744018284896908,"Spanish
-postnom.
-conj."
0.5,0.7,15,0.18302847692741273,"Spanish
-postnom.
-conj."
0.5,0.7,20,0.11926285512784311,"Spanish
-postnom.
-conj."
0.5,0.8,1,0.3751077258925347,"Spanish
-postnom.
-conj."
0.5,0.8,2.5,0.4556298697827277,"Spanish
-postnom.
-conj."
0.5,0.8,5,0.39204664258981936,"Spanish
-postnom.
-conj."
0.5,0.8,10,0.26963724793655003,"Spanish
-postnom.
-conj."
0.5,0.8,15,0.18245039485958148,"Spanish
-postnom.
-conj."
0.5,0.8,20,0.11920376164763903,"Spanish
-postnom.
-conj."
0.5,0.9,1,0.42609583428918335,"Spanish
-postnom.
-conj."
0.5,0.9,2.5,0.4631736198429524,"Spanish
-postnom.
-conj."
0.5,0.9,5,0.38365749539729443,"Spanish
-postnom.
-conj."
0.5,0.9,10,0.26903281232489995,"Spanish
-postnom.
-conj."
0.5,0.9,15,0.1824266791186164,"Spanish
-postnom.
-conj."
0.5,0.9,20,0.11920293599971685,"Spanish
-postnom.
-conj."
0.5,1,1,0.4686626278514935,"Spanish
-postnom.
-conj."
0.5,1,2.5,0.4594028454395885,"Spanish
-postnom.
-conj."
0.5,1,5,0.37994302873339525,"Spanish
-postnom.
-conj."
0.5,1,10,0.2689537733816087,"Spanish
-postnom.
-conj."
0.5,1,15,0.18242558077852386,"Spanish
-postnom.
-conj."
0.5,1,20,0.11920292227472644,"Spanish
-postnom.
-conj."
0.6,0.5,1,0.22075524058513118,"Spanish
-postnom.
-conj."
0.6,0.5,2.5,0.23634643900165006,"Spanish
-postnom.
-conj."
0.6,0.5,5,0.2532146820251938,"Spanish
-postnom.
-conj."
0.6,0.5,10,0.2539030782971856,"Spanish
-postnom.
-conj."
0.6,0.5,15,0.2233155170359959,"Spanish
-postnom.
-conj."
0.6,0.5,20,0.17945826467312215,"Spanish
-postnom.
-conj."
0.6,0.6,1,0.2811439527385098,"Spanish
-postnom.
-conj."
0.6,0.6,2.5,0.38456563073479544,"Spanish
-postnom.
-conj."
0.6,0.6,5,0.4954125481385839,"Spanish
-postnom.
-conj."
0.6,0.6,10,0.5411437896555641,"Spanish
-postnom.
-conj."
0.6,0.6,15,0.5276740813395311,"Spanish
-postnom.
-conj."
0.6,0.6,20,0.5144753145742397,"Spanish
-postnom.
-conj."
0.6,0.7,1,0.34055754731070564,"Spanish
-postnom.
-conj."
0.6,0.7,2.5,0.47672746254785375,"Spanish
-postnom.
-conj."
0.6,0.7,5,0.5131639143566236,"Spanish
-postnom.
-conj."
0.6,0.7,10,0.46035567756331625,"Spanish
-postnom.
-conj."
0.6,0.7,15,0.4273195603233696,"Spanish
-postnom.
-conj."
0.6,0.7,20,0.4017571103929093,"Spanish
-postnom.
-conj."
0.6,0.8,1,0.39548143955559667,"Spanish
-postnom.
-conj."
0.6,0.8,2.5,0.5037009426103345,"Spanish
-postnom.
-conj."
0.6,0.8,5,0.46887802316349037,"Spanish
-postnom.
-conj."
0.6,0.8,10,0.396040727767748,"Spanish
-postnom.
-conj."
0.6,0.8,15,0.34473894658010407,"Spanish
-postnom.
-conj."
0.6,0.8,20,0.29800634762059147,"Spanish
-postnom.
-conj."
0.6,0.9,1,0.44278640405618597,"Spanish
-postnom.
-conj."
0.6,0.9,2.5,0.49397809036269785,"Spanish
-postnom.
-conj."
0.6,0.9,5,0.4245228907302222,"Spanish
-postnom.
-conj."
0.6,0.9,10,0.33376800043122967,"Spanish
-postnom.
-conj."
0.6,0.9,15,0.26145913021425926,"Spanish
-postnom.
-conj."
0.6,0.9,20,0.20027665525605717,"Spanish
-postnom.
-conj."
0.6,1,1,0.4800931297144629,"Spanish
-postnom.
-conj."
0.6,1,2.5,0.46959952050256754,"Spanish
-postnom.
-conj."
0.6,1,5,0.38198502896081293,"Spanish
-postnom.
-conj."
0.6,1,10,0.2689816100835436,"Spanish
-postnom.
-conj."
0.6,1,15,0.1824258572286904,"Spanish
-postnom.
-conj."
0.6,1,20,0.11920292468591503,"Spanish
-postnom.
-conj."
0.7,0.5,1,0.24186558214946588,"Spanish
-postnom.
-conj."
0.7,0.5,2.5,0.2810452929515722,"Spanish
-postnom.
-conj."
0.7,0.5,5,0.31491987505293384,"Spanish
-postnom.
-conj."
0.7,0.5,10,0.29899663298028756,"Spanish
-postnom.
-conj."
0.7,0.5,15,0.2317421326257948,"Spanish
-postnom.
-conj."
0.7,0.5,20,0.15975258138255793,"Spanish
-postnom.
-conj."
0.7,0.6,1,0.3030395826443043,"Spanish
-postnom.
-conj."
0.7,0.6,2.5,0.4346674783446399,"Spanish
-postnom.
-conj."
0.7,0.6,5,0.5762302640749076,"Spanish
-postnom.
-conj."
0.7,0.6,10,0.7034140822154523,"Spanish
-postnom.
-conj."
0.7,0.6,15,0.7784018656316289,"Spanish
-postnom.
-conj."
0.7,0.6,20,0.8358017077161186,"Spanish
-postnom.
-conj."
0.7,0.7,1,0.361643241482719,"Spanish
-postnom.
-conj."
0.7,0.7,2.5,0.5216513421411155,"Spanish
-postnom.
-conj."
0.7,0.7,5,0.5925988274124038,"Spanish
-postnom.
-conj."
0.7,0.7,10,0.6154148885935216,"Spanish
-postnom.
-conj."
0.7,0.7,15,0.6530969241902685,"Spanish
-postnom.
-conj."
0.7,0.7,20,0.6964428127584354,"Spanish
-postnom.
-conj."
0.7,0.8,1,0.41435861864446755,"Spanish
-postnom.
-conj."
0.7,0.8,2.5,0.5389000703276425,"Spanish
-postnom.
-conj."
