colorNoise,sizeNoise,alpha,speakerProb,language
0.5,0.7,2.5,0.25097530974610954,"Spanish
-split"
0.5,0.7,5,0.30703564896871555,"Spanish
-split"
0.5,0.7,10,0.37548846326600427,"Spanish
-split"
0.5,0.7,15,0.42070383132666095,"Spanish
-split"
0.5,0.7,20,0.45128426236155383,"Spanish
-split"
0.5,0.8,1,0.22687279296839788,"Spanish
-split"
0.5,0.8,2.5,0.2921219211085657,"Spanish
-split"
0.5,0.8,5,0.35748372875531326,"Spanish
-split"
0.5,0.8,10,0.4336020808808161,"Spanish
-split"
0.5,0.8,15,0.471746496163904,"Spanish
-split"
0.5,0.8,20,0.4885521168706269,"Spanish
-split"
0.5,0.9,1,0.25385451938195386,"Spanish
-split"
0.5,0.9,2.5,0.32267846651397025,"Spanish
-split"
0.5,0.9,5,0.38917482423501776,"Spanish
-split"
0.5,0.9,10,0.4625579703967234,"Spanish
-split"
0.5,0.9,15,0.48874433872786754,"Spanish
-split"
0.5,0.9,20,0.4967452366948975,"Spanish
-split"
0.5,1,1,0.28788898064085544,"Spanish
-split"
0.5,1,2.5,0.3410742160426769,"Spanish
-split"
0.5,1,5,0.41080733591638013,"Spanish
-split"
0.5,1,10,0.47749145137804033,"Spanish
-split"
0.5,1,15,0.49493452026002643,"Spanish
-split"
0.5,1,20,0.4988914129233949,"Spanish
-split"
0.6,0.5,1,0.2212053027613835,"Spanish
-split"
0.6,0.5,2.5,0.2864207869386433,"Spanish
-split"
0.6,0.5,5,0.3245743234841603,"Spanish
-split"
0.6,0.5,10,0.2637259083583688,"Spanish
-split"
0.6,0.5,15,0.1819258226379568,"Spanish
-split"
0.6,0.5,20,0.11915539824341127,"Spanish
-split"
0.6,0.6,1,0.2452110443826075,"Spanish
-split"
0.6,0.6,2.5,0.3555907736738235,"Spanish
-split"
0.6,0.6,5,0.4699186442451265,"Spanish
-split"
0.6,0.6,10,0.5399788901666869,"Spanish
-split"
0.6,0.6,15,0.5659501320110044,"Spanish
-split"
0.6,0.6,20,0.5879623772297375,"Spanish
-split"
0.6,0.7,1,0.2682508355898316,"Spanish
-split"
0.6,0.7,2.5,0.4119534922287407,"Spanish
-split"
0.6,0.7,5,0.5778362494852762,"Spanish
-split"
0.6,0.7,10,0.7462512280749086,"Spanish
-split"
0.6,0.7,15,0.8408606624880041,"Spanish
-split"
0.6,0.7,20,0.902510018633807,"Spanish
-split"
0.6,0.8,1,0.29166226353701197,"Spanish
-split"
0.6,0.8,2.5,0.4543208111954719,"Spanish
-split"
0.6,0.8,5,0.6496107026048696,"Spanish
-split"
0.6,0.8,10,0.8577080511458975,"Spanish
-split"
0.6,0.8,15,0.9423885530945051,"Spanish
-split"
0.6,0.8,20,0.9769834666640359,"Spanish
-split"
0.6,0.9,1,0.3168327703492357,"Spanish
-split"
0.6,0.9,2.5,0.4831352125907264,"Spanish
-split"
0.6,0.9,5,0.6959880061243878,"Spanish
-split"
0.6,0.9,10,0.9122988685646205,"Spanish
-split"
0.6,0.9,15,0.9758636169165811,"Spanish
-split"
0.6,0.9,20,0.9932944150938154,"Spanish
-split"
0.6,1,1,0.34546677676902665,"Spanish
-split"
0.6,1,2.5,0.5005170988084726,"Spanish
-split"
0.6,1,5,0.7260086009285849,"Spanish
-split"
0.6,1,10,0.9387043334750026,"Spanish
-split"
0.6,1,15,0.9876136684079903,"Spanish
-split"
0.6,1,20,0.9974828541648606,"Spanish
-split"
0.7,0.5,1,0.2858762269578314,"Spanish
-split"
0.7,0.5,2.5,0.37865340516166807,"Spanish
-split"
0.7,0.5,5,0.3703044165735587,"Spanish
-split"
0.7,0.5,10,0.26881253866448634,"Spanish
-split"
0.7,0.5,15,0.1824231202492598,"Spanish
-split"
0.7,0.5,20,0.1192028794922319,"Spanish
-split"
0.7,0.6,1,0.31205385747215447,"Spanish
-split"
0.7,0.6,2.5,0.4543329537941258,"Spanish
-split"
0.7,0.6,5,0.5170168328951915,"Spanish
-split"
0.7,0.6,10,0.5443012327535094,"Spanish
-split"
0.7,0.6,15,0.5662934426139153,"Spanish
-split"
0.7,0.6,20,0.5879896079259441,"Spanish
-split"
0.7,0.7,1,0.3356612392222812,"Spanish
-split"
0.7,0.7,2.5,0.5130536958739831,"Spanish
-split"
0.7,0.7,5,0.6305034566777005,"Spanish
-split"
0.7,0.7,10,0.7526651640940277,"Spanish
-split"
0.7,0.7,15,0.8415270305349679,"Spanish
-split"
0.7,0.7,20,0.902576135103219,"Spanish
-split"
0.7,0.8,1,0.35800504088612295,"Spanish
-split"
0.7,0.8,2.5,0.5566185818474436,"Spanish
-split"
0.7,0.8,5,0.7120877192598465,"Spanish
-split"
0.7,0.8,10,0.8671710172662745,"Spanish
-split"
0.7,0.8,15,0.9434926043463064,"Spanish
-split"
0.7,0.8,20,0.9771042294206128,"Spanish
-split"
0.7,0.9,1,0.3801444596185065,"Spanish
-split"
0.7,0.9,2.5,0.5876110756738862,"Spanish
-split"
0.7,0.9,5,0.7694913065934228,"Spanish
-split"
0.7,0.9,10,0.9249890931589799,"Spanish
-split"
0.7,0.9,15,0.9774871066488012,"Spanish
-split"
0.7,0.9,20,0.9934904546893363,"Spanish
-split"
0.7,1,1,0.4030445728971977,"Spanish
-split"
0.7,1,2.5,0.6089292500684391,"Spanish
-split"
0.7,1,5,0.8099048556887511,"Spanish
-split"
0.7,1,10,0.9547833135882378,"Spanish
-split"
0.7,1,15,0.9898660487745334,"Spanish
-split"
0.7,1,20,0.9977827822454023,"Spanish
-split"
0.8,0.5,1,0.35150353198998746,"Spanish
-split"
0.8,0.5,2.5,0.4210873297201139,"Spanish
-split"
0.8,0.5,5,0.37690653639210586,"Spanish
-split"
0.8,0.5,10,0.26894019202156216,"Spanish
-split"
0.8,0.5,15,0.182425521486692,"Spanish
-split"
0.8,0.5,20,0.1192029220180421,"Spanish
-split"
0.8,0.6,1,0.3793767113232283,"Spanish
-split"
0.8,0.6,2.5,0.49637798122662086,"Spanish
-split"
0.8,0.6,5,0.5218734963619265,"Spanish
-split"
0.8,0.6,10,0.5443405662480223,"Spanish
-split"
0.8,0.6,15,0.5662937645327095,"Spanish
-split"
0.8,0.6,20,0.5879896107099675,"Spanish
-split"
0.8,0.7,1,0.4030131582103119,"Spanish
-split"
0.8,0.7,2.5,0.5551241501546093,"Spanish
-split"
0.8,0.7,5,0.6353820640272518,"Spanish
-split"
0.8,0.7,10,0.7527048116653988,"Spanish
-split"
0.8,0.7,15,0.8415273384492475,"Spanish
-split"
0.8,0.7,20,0.9025761374404786,"Spanish
-split"
0.8,0.8,1,0.4238139984766144,"Spanish
-split"
0.8,0.8,2.5,0.6003408420165438,"Spanish
-split"
0.8,0.8,5,0.7184113082488797,"Spanish
-split"
0.8,0.8,10,0.8672453036076493,"Spanish
-split"
0.8,0.8,15,0.9434933552426038,"Spanish
-split"
0.8,0.8,20,0.9771042366285914,"Spanish
-split"
0.8,0.9,1,0.44277053214477596,"Spanish
-split"
0.8,0.9,2.5,0.6349491818352202,"Spanish
-split"
0.8,0.9,5,0.7779532614939729,"Spanish
-split"
0.8,0.9,10,0.925115529769172,"Spanish
-split"
0.8,0.9,15,0.9774886771197114,"Spanish
-split"
0.8,0.9,20,0.9934904733895408,"Spanish
-split"
0.8,1,1,0.4606223690253688,"Spanish
-split"
0.8,1,2.5,0.6614772674767069,"Spanish
-split"
0.8,1,5,0.820813096543167,"Spanish
-split"
0.8,1,10,0.9549819920142824,"Spanish
-split"
0.8,1,15,0.9898690395981656,"Spanish
-split"
0.8,1,20,0.9977828258458805,"Spanish
-split"
0.9,0.5,1,0.4151715340289526,"Spanish
-split"
0.9,0.5,2.5,0.4354756923515686,"Spanish
-split"
0.9,0.5,5,0.37752626514661275,"Spanish
-split"
0.9,0.5,10,0.2689414206730554,"Spanish
-split"
0.9,0.5,15,0.182425523806324,"Spanish
-split"
0.9,0.5,20,0.11920292202211738,"Spanish
-split"
0.9,0.6,1,0.44422777481915227,"Spanish
-split"
0.9,0.6,2.5,0.5092214763322538,"Spanish
-split"
0.9,0.6,5,0.5222078656980252,"Spanish
-split"
0.9,0.6,10,0.5443407991345965,"Spanish
-split"
0.9,0.6,15,0.5662937647266144,"Spanish
-split"
0.9,0.6,20,0.5879896107101377,"Spanish
-split"
0.9,0.7,1,0.4677301018607767,"Spanish
-split"
0.9,0.7,2.5,0.5674195603726004,"Spanish
-split"
0.9,0.7,5,0.635649061126043,"Spanish
-split"
0.9,0.7,10,0.752704908376486,"Spanish
-split"
0.9,0.7,15,0.8415273384834947,"Spanish
-split"
0.9,0.7,20,0.9025761374404898,"Spanish
-split"
0.9,0.8,1,0.48724146951339475,"Spanish
-split"
0.9,0.8,2.5,0.6133788635828115,"Spanish
-split"
0.9,0.8,5,0.7187733090427982,"Spanish
-split"
0.9,0.8,10,0.867245521297494,"Spanish
-split"
0.9,0.8,15,0.9434933553611711,"Spanish
-split"
0.9,0.8,20,0.9771042366286521,"Spanish
-split"
0.9,0.9,1,0.5038180823034114,"Spanish
-split"
0.9,0.9,2.5,0.6499465636961714,"Spanish
-split"
0.9,0.9,5,0.7784987650484401,"Spanish
-split"
0.9,0.9,10,0.9251159986990287,"Spanish
-split"
0.9,0.9,15,0.9774886774725997,"Spanish
-split"
0.9,0.9,20,0.9934904733897967,"Spanish
-split"
0.9,1,1,0.5182001651535398,"Spanish
-split"
0.9,1,2.5,0.6793527417899221,"Spanish
-split"
0.9,1,5,0.8216007579517809,"Spanish
-split"
0.9,1,10,0.9549829024821943,"Spanish
-split"
0.9,1,15,0.9898690405200485,"Spanish
-split"
0.9,1,20,0.997782825846788,"Spanish
-split"
1,0.5,1,0.47502081252106,"Spanish
-split"
1,0.5,2.5,0.4378234991142018,"Spanish
-split"
1,0.5,5,0.3775406687981455,"Spanish
-split"
1,0.5,10,0.2689414213699952,"Spanish
-split"
1,0.5,15,0.18242552380635577,"Spanish
-split"
1,0.5,20,0.11920292202211738,"Spanish
-split"
1,0.6,1,0.5044456417585838,"Spanish
-split"
1,0.6,2.5,0.5111125670342184,"Spanish
-split"
1,0.6,5,0.5222141612372273,"Spanish
-split"
1,0.6,10,0.544340799242198,"Spanish
-split"
1,0.6,15,0.5662937647266165,"Spanish
-split"
1,0.6,20,0.5879896107101377,"Spanish
-split"
1,0.7,1,0.5277985779717558,"Spanish
-split"
1,0.7,2.5,0.5691227109394847,"Spanish
-split"
1,0.7,5,0.6356528521508895,"Spanish
-split"
1,0.7,10,0.7527049083940003,"Spanish
-split"
1,0.7,15,0.8415273384834947,"Spanish
-split"
1,0.7,20,0.9025761374404898,"Spanish
-split"
1,0.8,1,0.546783271984425,"Spanish
-split"
1,0.8,2.5,0.6151956161797483,"Spanish
-split"
1,0.8,5,0.7187784461934812,"Spanish
-split"
1,0.8,10,0.8672455213393928,"Spanish
-split"
1,0.8,15,0.9434933553611711,"Spanish
-split"
1,0.8,20,0.9771042366286521,"Spanish
-split"
1,0.9,1,0.5625205385221133,"Spanish
-split"
1,0.9,2.5,0.6521480655644881,"Spanish
-split"
1,0.9,5,0.7785074203214031,"Spanish
-split"
1,0.9,10,0.9251159988132727,"Spanish
-split"
1,0.9,15,0.9774886774726006,"Spanish
-split"
1,0.9,20,0.9934904733897967,"Spanish
-split"
1,1,1,0.575777961281711,"Spanish
-split"
1,1,2.5,0.6821484320853539,"Spanish
-split"
1,1,5,0.8216146718327604,"Spanish
-split"
1,1,10,0.9549829027560808,"Spanish
-split"
1,1,15,0.989869040520053,"Spanish
-split"
1,1,20,0.997782825846788,"Spanish
-split"
0.5,0.5,1,0.19926606922936252,"Spanish
-postnom.
-conj."
0.5,0.5,2.5,0.1855819603836214,"Spanish
-postnom.
-conj."
0.5,0.5,5,0.1629023219648356,"Spanish
-postnom.
-conj."
0.5,0.5,10,0.12022074474677012,"Spanish
-postnom.
-conj."
0.5,0.5,15,0.08417657419706119,"Spanish
-postnom.
-conj."
0.5,0.5,20,0.05642747523532968,"Spanish
-postnom.
-conj."
0.5,0.6,1,0.22075524058513118,"Spanish
-postnom.
-conj."
0.5,0.6,2.5,0.23634643900165006,"Spanish
-postnom.
-conj."
0.5,0.6,5,0.2532146820251937,"Spanish
-postnom.
-conj."
0.5,0.6,10,0.2539030782971854,"Spanish
-postnom.
-conj."
0.5,0.6,15,0.22331551703599556,"Spanish
-postnom.
-conj."
0.5,0.6,20,0.17945826467312187,"Spanish
-postnom.
-conj."
0.5,0.7,1,0.24186558214946582,"Spanish
-postnom.
-conj."
0.5,0.7,2.5,0.2810452929515722,"Spanish
-postnom.
-conj."
0.5,0.7,5,0.3149198750529339,"Spanish
-postnom.
-conj."
0.5,0.7,10,0.29899663298028756,"Spanish
-postnom.
-conj."
0.5,0.7,15,0.23174213262579435,"Spanish
-postnom.
-conj."
0.5,0.7,20,0.15975258138255802,"Spanish
-postnom.
-conj."
0.5,0.8,1,0.2638793600448837,"Spanish
-postnom.
-conj."
0.5,0.8,2.5,0.31735168547480697,"Spanish
-postnom.
-conj."
0.5,0.8,5,0.3476783960390057,"Spanish
-postnom.
-conj."
0.5,0.8,10,0.2990010731554507,"Spanish
-postnom.
-conj."
0.5,0.8,15,0.2089313914193062,"Spanish
-postnom.
-conj."
0.5,0.8,20,0.1342663051870066,"Spanish
-postnom.
-conj."
0.5,0.9,1,0.2883039420955593,"Spanish
-postnom.
-conj."
0.5,0.9,2.5,0.34344870773517666,"Spanish
-postnom.
-conj."
0.5,0.9,5,0.36368984692447826,"Spanish
-postnom.
-conj."
0.5,0.9,10,0.28924122602373503,"Spanish
-postnom.
-conj."
0.5,0.9,15,0.19228777143693315,"Spanish
-postnom.
-conj."
0.5,0.9,20,0.12230172839434075,"Spanish
-postnom.
-conj."
0.5,1,1,0.3172969594953076,"Spanish
-postnom.
-conj."
0.5,1,2.5,0.3591078546003027,"Spanish
-postnom.
-conj."
0.5,1,5,0.3722814236158817,"Spanish
-postnom.
-conj."
0.5,1,10,0.2796102717894523,"Spanish
-postnom.
-conj."
0.5,1,15,0.1822790564053128,"Spanish
-postnom.
-conj."
0.5,1,20,0.11663089476818662,"Spanish
-postnom.
-conj."
0.6,0.5,1,0.2583315700538031,"Spanish
-postnom.
-conj."
0.6,0.5,2.5,0.3210140337840944,"Spanish
-postnom.
-conj."
0.6,0.5,5,0.36714170487994036,"Spanish
-postnom.
-conj."
0.6,0.5,10,0.29966756338782363,"Spanish
-postnom.
-conj."
0.6,0.5,15,0.19753898145719914,"Spanish
-postnom.
-conj."
0.6,0.5,20,0.12451011740362572,"Spanish
-postnom.
-conj."
0.6,0.6,1,0.2811439527385097,"Spanish
-postnom.
-conj."
0.6,0.6,2.5,0.38456563073479555,"Spanish
-postnom.
-conj."
0.6,0.6,5,0.49541254813858365,"Spanish
-postnom.
-conj."
0.6,0.6,10,0.5411437896555633,"Spanish
-postnom.
-conj."
0.6,0.6,15,0.5276740813395311,"Spanish
-postnom.
-conj."
0.6,0.6,20,0.5144753145742398,"Spanish
-postnom.
-conj."
0.6,0.7,1,0.30303958264430436,"Spanish
-postnom.
-conj."
0.6,0.7,2.5,0.43466747834464003,"Spanish
-postnom.
-conj."
0.6,0.7,5,0.5762302640749077,"Spanish
-postnom.
-conj."
0.6,0.7,10,0.703414082215454,"Spanish
-postnom.
-conj."
0.6,0.7,15,0.7784018656316294,"Spanish
-postnom.
-conj."
0.6,0.7,20,0.835801707716119,"Spanish
-postnom.
-conj."
0.6,0.8,1,0.32544625262256677,"Spanish
-postnom.
-conj."
0.6,0.8,2.5,0.471209814358873,"Spanish
-postnom.
-conj."
0.6,0.8,5,0.6198219947102007,"Spanish
-postnom.
-conj."
0.6,0.8,10,0.779058316559303,"Spanish
-postnom.
-conj."
0.6,0.8,15,0.8743975626808396,"Spanish
-postnom.
-conj."
0.6,0.8,20,0.9322229961701815,"Spanish
-postnom.
-conj."
0.6,0.9,1,0.3498440885003823,"Spanish
-postnom.
-conj."
0.6,0.9,2.5,0.49464544259079124,"Spanish
-postnom.
-conj."
0.6,0.9,5,0.6413297272871277,"Spanish
-postnom.
-conj."
0.6,0.9,10,0.8023123884540712,"Spanish
-postnom.
-conj."
0.6,0.9,15,0.8891283112646335,"Spanish
-postnom.
-conj."
0.6,0.9,20,0.9378058412424932,"Spanish
-postnom.
-conj."
0.6,1,1,0.37811850497668753,"Spanish
-postnom.
-conj."
0.6,1,2.5,0.5067166602997574,"Spanish
-postnom.
-conj."
0.6,1,5,0.6511760686845058,"Spanish
-postnom.
-conj."
0.6,1,10,0.7999799483646217,"Spanish
-postnom.
-conj."
0.6,1,15,0.8726325896541087,"Spanish
-postnom.
-conj."
0.6,1,20,0.9147209259575321,"Spanish
-postnom.
-conj."
0.7,0.5,1,0.3181182877845449,"Spanish
-postnom.
-conj."
0.7,0.5,2.5,0.41617941039762085,"Spanish
-postnom.
-conj."
0.7,0.5,5,0.4036799931167196,"Spanish
-postnom.
-conj."
0.7,0.5,10,0.2744018284896908,"Spanish
-postnom.
-conj."
0.7,0.5,15,0.1830284769274124,"Spanish
-postnom.
-conj."
0.7,0.5,20,0.11926285512784394,"Spanish
-postnom.
-conj."
0.7,0.6,1,0.34055754731070564,"Spanish
-postnom.
-conj."
0.7,0.6,2.5,0.4767274625478538,"Spanish
-postnom.
-conj."
0.7,0.6,5,0.5131639143566229,"Spanish
-postnom.
-conj."
0.7,0.6,10,0.46035567756331547,"Spanish
-postnom.
-conj."
0.7,0.6,15,0.4273195603233688,"Spanish
-postnom.
-conj."
0.7,0.6,20,0.4017571103929072,"Spanish
-postnom.
-conj."
0.7,0.7,1,0.36164324148271887,"Spanish
-postnom.
-conj."
0.7,0.7,2.5,0.5216513421411156,"Spanish
-postnom.
-conj."
0.7,0.7,5,0.5925988274124041,"Spanish
-postnom.
-conj."
0.7,0.7,10,0.6154148885935218,"Spanish
-postnom.
-conj."
0.7,0.7,15,0.6530969241902685,"Spanish
-postnom.
-conj."
