,anon_id,figure,answer,lang,adj,use
725,287,18,dimante morado,spa,color,1
726,255,18,UN DIAMANTE MORADO,spa,color,1
727,256,18,diamante,spa,color,0
728,293,18,Rombo,spa,color,0
729,224,18,Diamante Purpura,spa,color,1
730,259,18,rombo azul,spa,color,1
731,317,18,diamante,spa,color,0
732,354,18,diamante,spa,color,0
733,269,18,Diamante,spa,color,0
734,273,18,Diamante morado,spa,color,1
735,194,18,Rombo violeta,spa,color,1
736,195,18,rombo violeta,spa,color,1
737,276,18,rombo,spa,color,0
738,337,18,rombo,spa,color,0
739,304,18,diamante,spa,color,0
740,207,18,Rombo morado.,spa,color,1
741,249,18,Un diamante morado de cuatro puntos en el centro,spa,color,1
742,353,18,Diamante morado,spa,color,1
743,215,18,Rombo morado,spa,color,1
744,351,18,rombo,spa,color,0
745,308,18,Rombo,spa,color,0
746,290,18,rombo,spa,color,0
747,325,18,rombo,spa,color,0
748,223,18,es un diamante morado,spa,color,1
749,258,18,Rombo Morado,spa,color,1
750,225,18,CUADRADO,spa,color,0
751,329,18,exagono,spa,color,0
752,346,18,diamante purpura,spa,color,1
753,315,18,Poligono violeta,spa,color,1
754,231,18,diamante,spa,color,0
755,232,18,Diamante morado,spa,color,1
756,233,18,diamond,spa,color,0
757,347,18,rombo,spa,color,0
758,301,18,Diamante morado,spa,color,1
759,320,18,forma de diamante morado,spa,color,1
760,264,18,rombo morado,spa,color,1
761,240,18,rombo,spa,color,0
762,321,18,diamante morado,spa,color,1
763,241,18,Diamante Purpura,spa,color,1
764,352,19,Una cruz gris,spa,color,1
765,310,19,una cruz gris,spa,color,1
766,260,19,cruz gris,spa,color,1
767,300,19,cruz gries,spa,color,1
768,350,19,cruz,spa,color,0
769,109,19,Gris cruce,spa,color,1
770,275,19,SIGNO DE MAS,spa,color,0
771,277,19,cruz gris,spa,color,1
772,307,19,cruzar,spa,color,0
773,278,19,Cruz Gris,spa,color,1
774,324,19,cruz gris,spa,color,1
775,338,19,Cruz gris,spa,color,1
776,251,19,cruz gris,spa,color,1
777,284,19,cruzar,spa,color,0
778,286,19,cruzar,spa,color,0
779,287,19,cruz gris,spa,color,1
780,254,19,cruz gris,spa,color,1
781,288,19,cruz gris,spa,color,1
782,221,19,Símbolo suma gris,spa,color,1
783,256,19,mas,spa,color,0
784,327,19,Cruz gris,spa,color,1
785,294,19,La forma es una cruz gris.,spa,color,1
786,313,19,cruz gris,spa,color,1
787,314,19,un signo de suma gris en el cuadro rojo,spa,color,1
788,227,19,cruz blanca,spa,color,1
789,341,19,"cruz, gris",spa,color,1
790,230,19,un cruz gris,spa,color,1
791,261,19,cruz,spa,color,0
792,299,19,cruz de plata,spa,color,1
793,319,19,el signo mas,spa,color,0
794,236,19,cruz o signo de mas,spa,color,0
795,237,19,Cruz Gris,spa,color,1
796,238,19,cruz gris,spa,color,1
797,269,19,Cruz,spa,color,0
798,302,19,cruz gris,spa,color,1
799,246,19,cruz gris,spa,color,0
800,344,19,Signo de adicion gris,spa,color,1
801,155,20,1 cuadrado verde,spa,color,1
802,336,20,cuadrado verde,spa,color,1
803,343,20,cuadrado,spa,color,0
804,197,20,cuadrado verde,spa,color,1
805,352,20,Un cuadrado verde,spa,color,1
806,199,20,Cuadro,spa,color,0
807,200,20,cuadrado verde,spa,color,1
808,305,20,caja cuadrada verde,spa,color,1
809,201,20,color verde,spa,color,1
810,202,20,cuadrado verde,spa,color,1
811,204,20,El cuadro verde,spa,color,1
812,205,20,cuadrado verde,spa,color,1
813,279,20,Cuadrado verde,spa,color,1
814,208,20,cuadro,spa,color,0
815,281,20,cuadro verde,spa,color,1
816,250,20,un cuadrado de color verde,spa,color,1
817,282,20,cuadrado verde,spa,color,1
818,283,20,cuadrado verde,spa,color,1
819,212,20,cuadro verde,spa,color,0
820,285,20,cuadrado verde,spa,color,1
821,218,20,CUADRADO,spa,color,0
822,310,20,un cuadrado verde,spa,color,1
823,339,20,Verde,spa,color,1
824,255,20,UN CUADRADO VERDE,spa,color,1
825,220,20,un cuadrado verde,spa,color,1
826,222,20,cuadro verde manzana,spa,color,1
827,326,20,un cuadrado en la mitad de color verde,spa,color,1
828,257,20,cuadrado verde,spa,color,1
829,293,20,Cuadrado,spa,color,0
830,328,20,cuadrado verde,spa,color,1
831,224,20,cuadrado verde,spa,color,1
832,259,20,Cuadrado verde,spa,color,1
833,295,20,cuadrado,spa,color,0
834,296,20,cuadrado verde,spa,color,1
835,297,20,cuadrado,spa,color,0
836,298,20,cuadro verde,spa,color,1
837,260,20,cuadrado verde,spa,color,1
838,317,20,cuadrado,spa,color,0
839,354,20,cuadrado verde,spa,color,1
840,262,20,Cuadrado verde,spa,color,1
841,234,20,cuadrado,spa,color,0
842,300,20,cuadrado verde,spa,color,1
843,330,20,tiene cuatro lados,spa,color,0
844,265,20,cuadrado,spa,color,0
845,266,20,cuadrado verde,spa,color,1
846,267,20,cuadro verde,spa,color,1
847,270,20,CUADRADO,spa,color,0
848,244,20,Cuadrado,spa,color,0
849,332,20,cuadrado,spa,color,0
850,272,20,cuarto verde,spa,color,1
851,349,20,cuadrado verde,spa,color,1
852,350,20,cuadro,spa,color,0
853,273,20,Cuadrado verde,spa,color,1
