gameId	roundNumber	condition	response	game
Fh8xc9N3c4tapRNqH	61	scene2	N	1_BCS
Fh8xc9N3c4tapRNqH	62	scene3	N	1_BCS
Fh8xc9N3c4tapRNqH	63	scene2	N	1_BCS
Fh8xc9N3c4tapRNqH	64	scene1	N	1_BCS
Fh8xc9N3c4tapRNqH	66	scene1	CN	1_BCS
Fh8xc9N3c4tapRNqH	67	scene1	CN	1_BCS
Fh8xc9N3c4tapRNqH	69	scene1	CN	1_BCS
dYzagFqmxpLLfn7Dh	2	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	4	scene3	CN	1_BCS
dYzagFqmxpLLfn7Dh	5	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	6	scene2	CN	1_BCS
dYzagFqmxpLLfn7Dh	7	scene1	CN	1_BCS
dYzagFqmxpLLfn7Dh	9	scene3	N	1_BCS
dYzagFqmxpLLfn7Dh	10	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	11	scene3	N	1_BCS
dYzagFqmxpLLfn7Dh	15	scene2	N	1_BCS
dYzagFqmxpLLfn7Dh	16	scene2	N	1_BCS
dYzagFqmxpLLfn7Dh	17	scene2	N	1_BCS
dYzagFqmxpLLfn7Dh	18	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	19	scene2	CN	1_BCS
dYzagFqmxpLLfn7Dh	22	scene2	CN	1_BCS
dYzagFqmxpLLfn7Dh	23	scene1	CN	1_BCS
dYzagFqmxpLLfn7Dh	24	scene1	NC	1_BCS
dYzagFqmxpLLfn7Dh	25	scene3	N	1_BCS
dYzagFqmxpLLfn7Dh	26	scene3	N	1_BCS
dYzagFqmxpLLfn7Dh	29	scene1	CN	1_BCS
dYzagFqmxpLLfn7Dh	30	scene3	N	1_BCS
dYzagFqmxpLLfn7Dh	31	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	32	scene2	N	1_BCS
dYzagFqmxpLLfn7Dh	33	scene1	CN	1_BCS
dYzagFqmxpLLfn7Dh	36	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	37	scene1	CN	1_BCS
dYzagFqmxpLLfn7Dh	38	scene1	CN	1_BCS
dYzagFqmxpLLfn7Dh	40	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	41	scene3	N	1_BCS
dYzagFqmxpLLfn7Dh	47	scene2	N	1_BCS
dYzagFqmxpLLfn7Dh	52	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	53	scene2	CN	1_BCS
dYzagFqmxpLLfn7Dh	54	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	55	scene3	CN	1_BCS
dYzagFqmxpLLfn7Dh	60	scene3	N	1_BCS
dYzagFqmxpLLfn7Dh	61	scene2	N	1_BCS
dYzagFqmxpLLfn7Dh	64	scene1	CN	1_BCS
dYzagFqmxpLLfn7Dh	65	scene1	CN	1_BCS
dYzagFqmxpLLfn7Dh	67	scene2	N	1_BCS
dYzagFqmxpLLfn7Dh	68	scene4	CN	1_BCS
dYzagFqmxpLLfn7Dh	69	scene4	CN	1_BCS
vS5vu8bc3NyBefNBQ	36	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	2	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	3	scene4	N	1_BCS
FhNwPhKTmjhCKxFtZ	5	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	7	scene3	CN	1_BCS
FhNwPhKTmjhCKxFtZ	10	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	12	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	14	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	15	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	16	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	17	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	19	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	21	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	22	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	23	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	25	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	26	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	27	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	28	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	29	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	32	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	33	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	36	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	37	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	38	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	39	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	40	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	42	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	45	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	48	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	49	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	50	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	51	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	52	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	53	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	54	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	57	scene3	N	1_BCS
FhNwPhKTmjhCKxFtZ	59	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	61	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	62	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	63	scene2	CN	1_BCS
FhNwPhKTmjhCKxFtZ	65	scene2	N	1_BCS
FhNwPhKTmjhCKxFtZ	66	scene2	CN	1_BCS
FhNwPhKTmjhCKxFtZ	67	scene1	CN	1_BCS
FhNwPhKTmjhCKxFtZ	68	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	69	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	70	scene4	CN	1_BCS
FhNwPhKTmjhCKxFtZ	71	scene3	N	1_BCS
