"gameId","language","condition","roundNumber","name","nameClickedObj","correct","words","clickedFeatures","clickedColor","clickedType","colorMentioned","nounMentioned","otherMethod","target","color_mentioned"
"65RDWXStbxX2jsBQ9","BCS","scene1",1,"red_candle","red_candle",1,"CN",
